เลขบัตรประชาชน,คำนำหน้าชื่อ,ชื่อ,นามสกุล,วันเกิด,ประเภทอาชีพ,หมายเลขโทรศัพท์ติดต่อ,สอบถาม-สินเชื่อ,รับเรื่องยื่นกู้,สอบถาม-การเงิน,รายได้ต่อเดือน,หมายเหตุ,มาเป็นลูกค้ากับธนาคาร
109580201809212000,นางสาว,วราวิมง,กาญจนา,3 ก.ค. 96,admin.,095-519-9164,,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"13,146",,no
109579201809410000,นางสาว,จารุวรรณ,วนิดา,15 พ.ค. 97,blue-collar,089-636-5496,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"14,904",,yes
109578201809608000,นางสาว,ศุภักษร,สุดารัตน์,8 พ.ค. 90,management,094-159-1629,,,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"14,361",,no
109577201809806000,นางสาว,นันทรัตน์,พรธีรา,22 ม.ค. 92,management,062-294-2878,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"15,585",,no
109576201810004000,นางสาว,ผดุงขวัญ,สิริลักษณ์,7 ก.ค. 95,self-employed,09-4565-5228,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"14,220",,no
109575201810202000,นางสาว,นัฎพร,กรกนก,11 ก.ย. 93,blue-collar,083-569-2462,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"12,591",,yes
109574201810400000,นางสาว,วรัญญา,กมลชนก,29 ต.ค. 92,management,083-635-9994,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"10,590",,no
109573201810598000,นางสาว,อรอนงค์,อาภากร,10 พ.ค. 97,blue-collar,093-994-4946,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"10,352",,no
109572201810796000,นางสาว,กรศิรัศมิ์,จีระศักดิ์,9 ต.ค. 94,self-employed,082-496-9462,,,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"10,495",,yes
109571201810994000,นางสาว,ฐานิกา,อดิสร,27 พ.ย. 98,admin.,082-474-4469,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"6,544",,yes
109570201811192000,นางสาว,ปวันรัตน์,ณัฐวุฒิ,13 ส.ค. 91,services,082-692-9428,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"14,953",,yes
109569201811390000,นางสาว,เจนจิรา,พงศ์ภัค,26 พ.ค. 97,technician,091-949-8966,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"13,258",,yes
109568201811588000,นางสาว,วิลาวัณย์,พงศกร,20 พ.ค. 93,blue-collar,082-669-1492,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"15,337",,yes
109567201811786000,นางสาว,กนกพร  ,อมรวัฒน์,15 เม.ย. 98,blue-collar,095-525-2996,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"10,963",,no
109566201811984000,นางสาว,พรพิมล,วิญญู,22 ส.ค. 90,services,082-695-4914,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"13,843",,no
109565201812182000,นางสาว,จินารี,ธิติวุฒ,3 ก.ย. 95,self-employed,083-699-6659,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"14,117",,no
109564201812380000,นางสาว,ภัททิยา,กฤศนภัสส์,7 ก.พ. 96,entrepreneur,081-564-9497,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"13,488",,no
109563201812578000,นางสาว,สุภิญญา,ภราดร,11 ก.ค. 90,blue-collar,084-262-2446,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"11,323",,no
109562201812776000,นางสาว,ธันย์ชนก,ปรเมศร์,9 ก.ค. 92,management,062-697-9396,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"11,815",,yes
109561201812974000,นางสาว,ณัฐมน,ถิรวัฒน์,24 ส.ค. 97,blue-collar,099-539-9242,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"13,320",,yes
109560201813172000,นาย, ฐิติวัสส์,วีระพงศ์,13 ก.ย. 91,blue-collar,095-195-6228,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"9,698",,yes
109559201813370000,นาย,วีรสิทธิ์,อรรถกร,21 ก.ค. 94,technician,081-451-4966,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"11,850",,no
109558201813568000,นาย,อัมรินทร์,จุฑามาศ,27 พ.ย. 95,self-employed,082-996-2498,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"9,406",,no
109557201813766000,นางสาว,สวรรยา,รจนา,1 ก.ค. 97,blue-collar,062-692-2293,,ระยะเวลาการกู้สูงสุดกี่ปี,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"12,035",,no
109556201813964000,นางสาว,ดาราวรรณ,สุธาทิพย์,22 ธ.ค. 92,management,089-716-6226,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"9,969",,yes
109555201814162000,นางสาว,หทัยชนก,ทัศนวรรณ,18 ส.ค. 90,blue-collar,096-497-9266,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"11,551",,no
109554201814360000,นางสาว,ศิริลักษณ์,กรรณิการ์,27 มิ.ย. 99,management,096-692-9298,,,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"13,134",,no
109553201814558000,นางสาว,สุรัชฎา,ภัทราพร,19 ก.ย. 97,retired,096-419-9262,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"17,787",,no
109552201814756000,นางสาว,มุกดาวรรณ,วรรณพรรชด์,9 พ.ย. 94,management,094-662-6298,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"33,088",,yes
109551201814954000,นางสาว,ปนัดดา,อาทิตยา,16 พ.ค. 94,admin.,095-979-9428,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"36,658",,yes
109550201815152000,นางสาว,อุมาวรรณ,สุนิตา,16 ต.ค. 98,blue-collar,083-622-4949,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"20,382",,yes
109549201815350000,นางสาว,วารุนี,ภัทรศรี,12 พ.ย. 97,admin.,096-536-3628,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"31,152",,yes
109548201815548000,นางสาว,จงกลพรรณ,สุชานาถ,1 ส.ค. 90,housemaid,094-989-4962,,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"25,143",,no
109547201815746000,นางสาว,ชลิดา,เรณุกา,9 ส.ค. 98,blue-collar,094-642-9941,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"19,279",,yes
109546201815944000,นางสาว,นัตยา,พรพรรษา,29 ก.ค. 98,management,096-361-5496,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"19,676",,no
109545201816142000,นางสาว,สริตา,ศุภวรรณ,2 พ.ย. 99,management,091-949-9362,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"18,300",,yes
109544201816340000,นางสาว,สุดารัตน์,สุภาภรณ์,4 มิ.ย. 91,services,081-441-4662,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"19,935",,yes
109543201816538000,นางสาว,ธิดารัตน์,เกศิณี,29 มี.ค. 92,student,062-695-5979,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"18,510",,no
109542201816736000,นาย,สุภิชาติ,ศิรินันท์,11 ธ.ค. 99,technician,091-526-1616,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,ระยะเวลาการกู้สูงสุดกี่ปี,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"13,058",,yes
109541201816934000,นาย,ธวัชชัย,ศิริวรรณ,9 เม.ย. 97,technician,082-451-9946,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ระยะเวลาการกู้สูงสุดกี่ปี,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"20,468",,yes
109540201817132000,นาย,ณัฐวัฒน์,ศศิวิมล,14 เม.ย. 94,admin.,093-692-6292,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"21,869",,yes
109539201817330000,นาย,กรรณธร,พิชญาภา,16 ก.พ. 99,entrepreneur,094-696-2546,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"20,018",,yes
109538201817528000,นาย,ธีระวัฒน์,พลอยไพลิน,3 พ.ย. 97,blue-collar,084-991-6978,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"20,606",,yes
109537201817726000,นาย,อภิวัฒน์,วิชญาพร,26 มิ.ย. 96,management,092-695-1428,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"20,286",,yes
109536201817924000,นาย,เฉลิมลาภ,กนกวรรณ,30 มี.ค. 92,management,094-264-6498,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"16,770",,yes
109535201818122000,นาย,อานนท์,พรรณวดี,5 ส.ค. 97,technician,091-491-6626,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"16,031",,yes
109534201818320000,นาย,ภูมิพัฒน์,สุวรรณี,11 ส.ค. 92,management,086-959-1629,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,ผู้กู้ต้องมีคุณสมบัติอย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"14,104",,yes
109533201818518000,นาย,จารุวัฒน์,พรรษมน,23 ธ.ค. 92,management,093-953-6269,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"11,577",,no
109532201818716000,นาย,กำพล,สุธาสินี,30 ส.ค. 94,student,085-964-4989,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"23,202",,no
109531201818914000,นาย,ยอดธง,อาริยา,22 ม.ค. 99,entrepreneur,094-164-9926,การจ่ายเงินงวดค่าผลงานการก่อสร้าง ธนาคารจ่ายเงินอย่างไร,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"15,606",,yes
109530201819112000,นาย,สุรศักดิ์,กนกวรรณ,7 ม.ค. 92,blue-collar,08-6969-2246,,,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"14,783",,yes
109529201819310000,นาย,พีรวัฒน์,ณัฐกานต์,30 พ.ค. 94,management,081-592-6466,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"33,835",,no
109528201819508000,นาย,วีรภัทร,อมรรัตน์,30 เม.ย. 90,admin.,096-297-9826,ธนาคารมีวิธีการคำนวณดอกเบี้ยอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ในการโอนเงินผ่านหน้าเคาเตอร์ธนาคารจะมีค่าธรรมเนียมในการโอนเท่าไหร่,"19,555",,yes
109527201819706000,นางสาว,จารุวรรณ,วิภาวรรณ,17 ต.ค. 99,retired,093-949-6196,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"16,923",,yes
109526201819904000,นางสาว,ศิริญญา,วริศรา,30 มี.ค. 90,blue-collar,082-462-6962,,,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"15,042",,yes
109525201820102000,นางสาว,วรรณธณี,พชรพร,8 ธ.ค. 92,blue-collar,093-963-5962,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,ถ้าไม่ได้มีการทำรายการเดินบัญชีมาเป็นระยะเวลานาน สถานะของบัญชีจะเป็นอย่างไร และจะสามารถตรวจสอบสถานะของบัญชีได้โดยวิธีใด,"16,238",,yes
109524201820300000,นางสาว,สุชาดา,เพชรดา,15 พ.ค. 94,retired,061-962-6292,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,เอกสารประกอบการขอสินเชื่อมีอะไรบ้าง,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"13,146",,no
109523201820498000,นางสาว,โสรยา,ศุภัชฌา,19 ม.ค. 97,retired,099-926-9261,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"14,904",,yes
109522201820696000,นางสาว,สุวนันท์,วศินทร์,19 มิ.ย. 93,technician,092-294-2697,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"14,361",,yes
109521201820894000,นางสาว,จิรนันท์,นพรัตน์,25 ธ.ค. 97,admin.,083-649-5562,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"15,585",,yes
109520201821092000,นางสาว,จันทนี,วีระวิทย์,25 ต.ค. 93,blue-collar,081-459-2641,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"14,220",,yes
109519201821290000,นางสาว,รุ่งนภา,ไชยวัฒน์,15 มี.ค. 92,admin.,083-629-5626,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,การขอสินเชื่อมีค่าใช้จ่ายอะไรบ้าง,เมื่อสิ้นสุดระยะเวลาการรับฝากประจำ 3 เดือน ดังกล่าวข้างต้นแล้ว อัตราดอกเบี้ยจะเป็นอย่างไร,"12,591",,yes
109518201821488000,นางสาว,ลลิตา,เกรียงไกร,4 มี.ค. 93,blue-collar,062-294-5951,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ระยะเวลาการกู้สูงสุดกี่ปี,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"10,590",,yes
109517201821686000,นาย,รุ่งสุริยา,ศิวกร,13 มิ.ย. 90,retired,096-149-9893,อัตราดอกเบี้ยระหว่างบ้านใหม่ และบ้านมือสองแตกต่างกันหรือไม่,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อเปิดบัญชีออมทรัพย์รับโชคแล้ว จะรับสลากออมทรัพย์อย่างไร,"10,352",,no
109516201821884000,นาย,ธีรวุฒิ,ชาญชัย,16 ก.พ. 98,admin.,083-665-6997,หากผู้กู้ไม่มีเงินทุนสำรองในการปลูกสร้างธนาคารจะมีวิธีการช่วยเหลืออย่างไร,จะทราบวงเงินกู้ที่สามารถกู้ได้อย่างไร,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"10,495",,yes
109515201822082000,นาย,ธนกฤต,เกียรติศักดิ์,17 ม.ค. 99,housemaid,089-662-2941,การรับเงินงวดค่าปลูกสร้างงวดสุดท้ายต้องเตรียมเอกสารอะไรบ้าง,ผู้กู้ต้องมีคุณสมบัติอย่างไร,ในการเปิดบัญชีเงินฝากต้องใช้เอกสารอะไรบ้าง,"6,544",,no
109514201822280000,นาย,สุทธิพร,ภาคินัย,10 เม.ย. 97,admin.,085-492-2692,ลูกค้าเดิมต้องการเปลี่ยนแปลงอัตราดอกเบี้ยต้องทำอย่างไร,กรณีประวัติข้อมูลเครดิตไม่ปกติสามารถขอสินเชื่อเพื่อซื้อบ้านได้หรือไม่,เมื่อสมัครใช้บริการแล้ว การให้บริการที่เครื่องถอนเงินอัตโนมัติ (ATM) มีกี่บริการอะไรบ้าง,"14,953",,yes
